7,7,7,10,7,10,16,10,9,13,11,2
7,8,7,10,7,9,16,10,9,13,11,2
8,8,8,10,7,9,15,10,9,13,11,2
8,8,8,9,7,9,15,10,9,14,11,2
8,8,8,8,7,9,15,10,9,15,11,2
8,8,8,7,7,9,16,10,9,15,11,2
7,8,7,8,7,9,16,10,9,15,11,2
7,8,7,9,7,9,15,10,9,15,11,2
8,8,8,9,7,8,15,10,9,15,11,2
9,8,9,9,7,8,15,9,9,15,11,2
9,8,9,9,7,9,14,9,9,15,11,2
9,8,9,9,7,8,14,10,9,15,11,2
1,8,10,8,7,8,14,10,9,15,11,2
1,9,10,8,7,7,14,10,9,15,11,2
1,9,10,8,7,7,13,10,9,16,11,2
1,9,10,8,7,7,13,10,8,16,12,2
1,9,11,8,6,7,13,10,8,16,12,2
1,9,11,8,7,7,13,10,8,15,12,2
1,10,11,7,7,7,13,10,8,15,12,2
1,10,11,7,7,7,13,10,8,16,11,2
1,10,10,7,7,7,13,11,8,16,11,2
1,11,10,7,7,7,13,11,8,15,11,2
1,10,10,8,7,7,13,11,8,15,11,2
1,10,10,8,7,7,12,11,8,16,11,2
1,10,10,8,6,7,12,11,8,17,11,2
1,10,10,8,6,6,12,11,8,17,12,2
1,10,10,8,6,6,13,11,7,17,12,2
1,10,10,8,6,6,12,12,7,17,12,2
1,10,10,7,6,6,13,12,7,17,12,2
1,10,11,7,5,6,13,12,7,17,12,2
1,10,11,7,5,5,13,12,8,17,12,2
1,10,11,7,5,5,14,12,8,16,12,2
1,10,11,7,5,5,13,12,8,16,13,2
1,10,11,7,6,5,13,12,8,15,13,2
1,10,10,7,6,6,13,12,8,15,13,2
1,10,10,7,6,6,13,11,9,15,13,2
9,10,9,7,6,7,13,11,9,15,13,2
9,11,9,7,6,7,13,11,8,15,13,2
9,10,9,7,7,7,13,11,8,15,13,2
9,10,9,7,7,8,13,11,8,14,13,2
9,10,9,6,7,9,13,11,8,14,13,2
9,10,9,6,7,9,13,12,8,14,12,2
9,10,9,7,7,9,13,11,8,14,12,2
9,10,9,8,6,9,13,11,8,14,12,2
9,11,9,8,6,9,13,11,8,13,12,2
9,11,9,8,6,8,13,11,8,13,13,2
9,11,9,8,6,9,13,10,8,13,13,2
8,11,8,9,6,9,13,10,8,13,13,2
8,10,8,9,6,10,13,10,8,13,13,2
8,10,8,9,6,10,13,10,7,14,13,2
8,10,8,9,6,10,14,10,7,13,13,2
8,10,8,9,5,11,14,10,7,13,13,2
8,10,8,10,5,11,14,10,6,13,13,2
8,10,8,10,5,12,14,10,6,13,12,2
8,10,8,10,5,12,14,9,6,13,13,2
8,10,8,10,6,12,14,9,5,13,13,2
8,10,8,10,6,12,13,10,5,13,13,2
8,10,8,11,6,12,12,10,5,13,13,2
8,10,8,12,6,12,12,10,4,13,13,2
7,10,7,12,6,13,12,10,4,13,13,2
7,10,7,12,6,14,12,9,4,13,13,2
7,11,7,12,6,14,11,9,4,13,13,2
7,10,7,12,6,14,11,10,4,13,13,2
7,10,7,11,6,14,12,10,4,13,13,2
7,9,7,11,6,14,12,11,4,13,13,2
7,9,7,11,6,14,12,12,4,13,12,2
7,9,7,11,6,14,12,13,3,13,12,2
7,9,7,11,7,14,11,13,3,13,12,2
7,9,7,11,7,15,10,13,3,13,12,2
7,9,7,10,7,15,11,13,3,13,12,2
7,9,7,10,6,15,11,13,3,13,13,2
7,9,7,10,6,15,10,13,4,13,13,2
8,9,8,10,6,15,10,13,4,13,12,2
8,8,8,10,6,15,10,14,4,13,12,2
8,8,8,9,6,15,11,14,4,13,12,2
8,8,8,10,6,15,11,14,4,13,11,2
8,8,8,11,6,15,11,14,4,13,10,2
8,8,8,11,6,15,12,13,4,13,10,2
8,8,8,12,6,15,12,12,4,13,10,2
9,8,9,12,6,15,12,12,4,13,9,2
1,8,10,12,6,15,12,12,4,13,8,2
1,8,10,12,6,14,12,13,4,13,8,2
1,8,10,12,6,13,12,13,4,14,8,2
1,8,10,12,6,13,12,13,5,13,8,2
1,8,10,13,6,13,12,13,5,13,7,2
1,8,10,13,6,13,12,13,4,13,8,2
1,8,10,13,6,13,12,12,4,14,8,2
1,8,10,13,7,13,11,12,4,14,8,2
1,8,10,13,7,13,11,12,5,13,8,2
1,7,10,13,7,13,11,12,6,13,8,2
9,7,9,13,7,13,11,12,7,13,8,2
9,8,9,13,7,13,11,12,7,12,8,2
9,8,9,13,8,13,11,12,7,11,8,2
9,8,9,13,8,13,10,12,8,11,8,2
9,8,9,12,8,13,10,12,8,12,8,2
9,9,9,11,8,13,10,12,8,12,8,2
8,10,8,11,8,13,10,12,8,12,8,2
7,10,7,11,8,13,10,13,8,12,8,2
7,10,7,12,8,12,10,13,8,12,8,2
7,10,7,12,8,12,10,12,8,13,8,2
6,10,6,12,8,12,11,12,8,13,8,2
6,10,6,12,8,12,12,12,8,12,8,2
6,10,6,12,8,12,13,12,8,12,7,2
5,10,5,12,8,12,13,12,8,13,7,2
5,10,5,12,7,12,13,12,8,13,8,2
5,9,5,12,7,12,13,12,8,14,8,2
5,10,5,12,7,12,13,11,8,14,8,2
4,10,4,12,7,12,13,11,8,15,8,2
4,9,4,13,7,12,13,11,8,15,8,2
4,9,4,12,7,12,13,11,8,15,9,2
4,9,4,12,8,12,13,11,8,14,9,2
4,10,4,12,8,12,13,11,8,14,8,2
4,10,4,12,8,12,12,11,9,14,8,2
4,10,4,12,8,12,12,10,9,14,9,2
4,11,4,12,8,12,11,10,9,14,9,2
3,11,3,13,8,12,11,10,9,14,9,2
3,12,3,13,8,11,11,10,9,14,9,2
3,12,3,13,8,11,12,10,8,14,9,2
3,12,3,14,8,11,11,10,8,14,9,2
3,12,3,14,8,11,11,10,9,14,8,2
3,12,3,15,7,11,11,10,9,14,8,2
3,12,3,15,7,10,12,10,9,14,8,2
3,12,3,15,8,10,12,10,8,14,8,2
3,12,3,15,9,9,12,10,8,14,8,2
3,11,3,15,9,9,12,10,9,14,8,2
3,11,3,15,8,9,12,10,9,15,8,2
3,11,3,15,9,8,12,10,9,15,8,2
3,11,3,15,10,7,12,10,9,15,8,2
3,11,3,15,10,7,12,10,9,14,9,2
3,11,3,16,10,7,12,9,9,14,9,2
3,11,3,16,10,8,12,9,9,14,8,2
3,11,3,15,10,9,12,9,9,14,8,2
3,11,3,14,10,9,12,9,9,14,9,2
3,10,3,14,10,9,12,9,10,14,9,2
3,10,3,14,10,10,12,9,10,14,8,2
3,10,3,14,10,10,11,9,10,14,9,2
3,11,3,14,10,9,11,9,10,14,9,2
4,11,4,13,10,9,11,9,10,14,9,2
4,11,4,14,10,8,11,9,10,14,9,2
4,11,4,14,11,8,11,9,10,13,9,2
4,11,4,15,11,8,10,9,10,13,9,2
4,12,4,15,11,7,10,9,10,13,9,2
4,12,4,14,11,7,10,9,10,13,10,2
5,12,5,14,11,6,10,9,10,13,10,2
6,12,6,14,11,6,10,9,10,13,9,2
6,12,6,14,10,6,10,10,10,13,9,2
6,13,6,13,11,6,10,9,10,13,9,2
6,13,6,12,12,6,10,9,10,13,9,2
6,13,6,12,12,6,9,10,10,13,9,2
6,12,6,12,12,6,9,10,11,13,9,2
7,12,7,12,12,5,9,10,11,13,9,2
7,12,7,12,13,4,9,10,11,13,9,1
7,11,7,12,13,4,10,10,11,13,9,2
7,11,7,12,13,4,10,9,11,14,9,1
7,11,7,12,13,4,9,10,11,14,9,1
7,11,7,12,14,4,10,8,11,14,9,1
7,11,7,12,14,4,10,7,11,15,9,1
7,11,7,12,13,5,10,7,11,15,9,1
7,11,7,12,14,5,9,7,11,15,9,1
7,11,7,12,15,5,9,7,11,15,8,1
7,11,7,12,15,5,9,7,10,15,9,1
6,11,6,13,15,5,9,7,10,15,9,1
7,11,7,13,15,5,9,6,10,15,9,1
7,11,7,13,15,5,8,6,11,15,9,1
7,11,7,12,15,5,8,6,11,15,10,1
7,11,7,11,15,5,8,7,11,15,10,1
7,11,7,11,15,6,7,7,11,15,10,1
7,12,7,10,15,6,7,7,11,15,10,1
7,12,7,10,15,6,7,7,12,14,10,1
6,12,6,10,15,6,8,7,12,14,10,1
6,12,6,10,15,6,9,6,12,14,10,1
6,12,6,10,15,6,9,6,13,13,10,1
6,12,6,10,15,6,9,5,13,14,10,1
6,12,6,9,15,6,9,6,13,14,10,1
6,12,6,9,15,6,9,6,13,15,9,1
6,12,6,9,15,6,10,6,13,14,9,2
6,12,6,9,14,6,10,6,14,14,9,2
6,12,6,9,14,6,10,6,14,13,10,2
6,13,6,9,14,6,10,6,13,13,10,2
6,13,6,10,13,6,10,6,13,13,10,2
6,13,6,10,14,6,10,6,12,13,10,2
6,14,6,10,14,6,10,6,11,13,10,2
6,13,6,10,14,6,11,6,11,13,10,2
6,13,6,10,13,6,11,6,11,13,11,2
6,14,6,10,13,6,11,6,10,13,11,2
7,14,7,10,13,6,11,6,10,12,11,2
7,13,7,10,13,6,11,6,10,12,12,2
7,12,7,11,13,6,11,6,10,12,12,2
7,12,7,12,13,6,11,5,10,12,12,2
7,12,7,11,13,6,11,5,11,12,12,2
8,11,8,11,13,6,11,5,11,12,12,2
8,11,8,11,14,6,10,5,11,12,12,2
8,11,8,11,14,6,10,6,11,11,12,2
8,11,8,11,15,6,10,6,11,11,11,2
8,11,8,11,15,6,10,6,11,10,12,2
8,10,8,11,15,6,11,6,11,10,12,2
8,10,8,11,15,7,11,6,11,9,12,2
8,10,8,12,15,7,11,6,11,8,12,2
8,10,8,11,15,7,11,7,11,8,12,2
8,11,8,11,15,7,11,7,11,8,11,2
8,11,8,11,15,7,11,7,12,7,11,2
9,11,9,11,14,7,11,7,12,7,11,2
9,10,9,11,14,8,11,7,12,7,11,2
9,11,9,11,14,8,11,7,11,7,11,2
1,11,10,11,14,8,11,7,11,7,10,2
1,10,10,12,14,8,11,7,11,7,10,2
1,10,10,11,14,8,12,7,11,7,10,2
1,9,10,11,14,8,12,8,11,7,10,2
1,10,10,11,14,8,11,8,11,7,10,2
1,11,10,10,14,8,11,8,11,7,10,2
1,11,10,10,14,8,11,8,10,7,11,2
1,11,10,9,14,8,11,9,10,7,11,2
1,11,10,9,14,9,10,9,10,7,11,2
1,11,10,10,13,9,10,9,10,7,11,2
1,11,10,10,13,9,11,9,9,7,11,2
1,11,10,10,13,9,11,9,9,6,12,2
1,12,10,10,12,9,11,9,9,6,12,2
1,12,10,11,11,9,11,9,9,6,12,2
1,12,10,11,11,9,12,9,9,6,11,2
1,12,10,10,11,9,13,9,9,6,11,2
1,12,11,10,11,8,13,9,9,6,11,2
1,12,11,11,11,7,13,9,9,6,11,2
1,12,11,11,11,8,13,9,9,6,10,2
1,12,11,11,11,8,13,9,8,6,11,2
1,12,12,11,11,7,13,9,8,6,11,2
1,12,12,11,11,7,14,9,8,6,10,2
1,11,12,11,11,7,14,9,8,7,10,2
1,11,11,11,11,7,14,9,8,7,11,2
1,11,11,10,11,7,14,9,8,8,11,2
1,11,11,10,10,7,14,9,9,8,11,2
1,11,11,9,10,7,14,9,9,8,12,2
1,10,11,9,10,7,15,9,9,8,12,2
1,10,11,9,10,7,15,10,9,8,11,2
1,10,10,9,10,7,15,10,9,8,12,2
9,10,9,9,10,7,15,10,10,8,12,2
9,10,9,9,10,7,16,9,10,8,12,2
9,10,9,10,9,7,16,9,10,8,12,2
9,9,9,10,9,7,16,9,10,9,12,2
9,9,9,10,8,8,16,9,10,9,12,2
9,9,9,10,8,8,16,8,11,9,12,2
9,9,9,11,8,8,16,8,10,9,12,2
8,9,8,11,8,8,16,8,10,9,13,2
8,9,8,12,7,8,16,8,10,9,13,2
8,9,8,12,7,8,15,8,11,9,13,2
8,9,8,12,7,8,15,8,12,8,13,2
8,9,8,12,7,9,15,7,12,8,13,2
8,9,8,13,6,9,15,7,12,8,13,2
8,9,8,13,6,9,15,7,13,7,13,2
8,9,8,13,6,8,15,7,14,7,13,2
8,9,8,13,6,7,16,7,14,7,13,2
8,9,8,13,5,8,16,7,14,7,13,2
8,10,8,13,4,8,16,7,14,7,13,2
8,10,8,13,4,8,16,7,15,7,12,2
8,10,8,12,4,9,16,7,15,7,12,2
7,10,7,12,4,9,16,8,15,7,12,2
7,10,7,12,4,10,16,8,14,7,12,2
7,10,7,12,5,10,16,8,14,7,11,2
7,10,7,12,6,10,16,7,14,7,11,2
7,10,7,12,6,9,16,7,14,8,11,2
7,9,7,13,6,9,16,7,14,8,11,2
6,9,6,13,6,9,16,7,15,8,11,2
6,9,6,14,6,9,16,7,14,8,11,2
6,9,6,14,7,9,15,7,14,8,11,2
6,9,6,14,7,9,14,8,14,8,11,2
6,9,6,14,7,10,14,8,13,8,11,2
6,9,6,14,7,10,14,8,14,7,11,2
6,9,6,15,7,10,14,7,14,7,11,2
6,9,6,15,8,10,14,7,13,7,11,2
6,9,6,15,8,10,14,7,14,6,11,2
6,9,6,16,8,10,14,7,13,6,11,2
6,9,6,16,8,10,14,7,13,7,10,2
6,8,6,16,9,10,14,7,13,7,10,2
6,8,6,16,8,10,14,7,13,8,10,2
6,7,6,16,9,10,14,7,13,8,10,2
6,7,6,17,9,10,14,7,13,8,9,2
6,6,6,17,9,10,15,7,13,8,9,2
5,6,5,17,10,10,15,7,13,8,9,2
5,6,5,17,10,10,16,7,13,8,8,2
5,6,5,16,10,11,16,7,13,8,8,2
5,6,5,15,11,11,16,7,13,8,8,2
5,7,5,15,11,11,16,7,13,7,8,2
4,7,4,16,11,11,16,7,13,7,8,2
5,7,5,16,11,11,15,7,13,7,8,2
5,7,5,16,11,12,15,6,13,7,8,2
5,7,5,17,10,12,15,6,13,7,8,2
6,7,6,17,10,12,15,6,13,7,7,2
7,7,7,17,10,12,14,6,13,7,7,2
7,7,7,18,10,11,14,6,13,7,7,2
7,7,7,17,11,12,14,5,13,7,7,2
7,6,7,17,11,12,15,5,13,7,7,2
7,7,7,17,11,12,15,5,12,7,7,2
6,7,6,17,11,13,15,5,12,7,7,2
6,7,6,17,12,12,15,5,12,7,7,2
6,6,6,17,13,12,15,5,12,7,7,2
6,6,6,16,13,12,15,5,12,8,7,2
6,6,6,16,13,12,14,5,12,9,7,2
6,7,6,16,13,12,14,4,12,9,7,2
6,5,6,16,13,12,14,6,12,9,7,2
6,5,6,16,13,12,15,6,12,9,6,2
6,5,6,17,13,11,15,6,12,9,6,2
6,5,6,18,12,11,15,6,12,9,6,2
6,5,6,17,12,11,16,6,12,9,6,2
6,5,6,17,12,11,15,6,12,9,7,2
6,4,6,17,12,11,15,7,12,9,7,2
6,4,6,16,13,11,15,7,12,9,7,2
6,4,6,17,13,11,14,7,12,9,7,2
7,4,7,17,13,11,13,7,12,9,7,2
6,5,6,17,13,11,13,7,12,9,7,2
6,5,6,16,13,11,13,7,13,9,7,2
6,5,6,16,13,10,13,7,13,9,8,2
6,5,6,16,14,10,13,7,13,9,7,2
5,5,5,16,14,10,13,7,13,9,8,2
5,5,5,16,14,10,12,7,13,9,9,2
5,5,5,16,14,11,12,7,13,8,9,2
6,5,6,16,14,11,12,7,13,8,8,2
6,5,6,16,14,11,12,8,13,7,8,2
6,6,6,16,14,11,12,8,12,7,8,2
6,6,6,16,14,11,12,8,12,8,7,2
7,6,7,16,14,11,11,8,12,8,7,2
7,6,7,16,15,11,11,7,12,8,7,2
7,6,7,16,16,11,11,7,12,8,6,2
7,6,7,16,16,11,11,7,11,8,7,2
8,6,8,16,16,11,10,7,11,8,7,2
8,6,8,15,17,11,10,7,11,8,7,2
8,6,8,15,17,12,10,7,11,7,7,2
9,6,9,15,17,11,10,7,11,7,7,2
9,6,9,15,17,11,10,7,10,7,8,2
9,6,9,14,17,12,10,7,11,7,7,2
9,6,9,14,18,12,10,7,10,7,7,2
9,6,9,14,18,12,10,8,9,7,7,2
9,6,9,14,18,11,11,8,9,7,7,2
1,6,10,14,18,11,10,8,9,7,7,2
1,6,10,13,18,11,10,8,9,8,7,2
1,6,10,13,18,12,10,8,8,8,7,2
1,6,10,13,18,12,11,8,7,8,7,2
1,6,10,13,18,12,10,8,7,9,7,2
1,6,10,13,18,11,10,9,7,9,7,2
1,5,10,14,18,11,10,9,7,9,7,2
1,5,10,14,18,11,10,9,6,10,7,2
1,5,10,14,18,12,10,8,6,10,7,2
1,5,11,14,18,11,10,8,6,10,7,2
1,5,11,14,17,11,10,9,6,10,7,2
1,5,11,14,18,11,10,9,6,9,7,2
1,5,11,13,18,11,10,9,6,10,7,2
1,5,12,13,18,11,10,9,5,10,7,2
1,6,12,13,17,11,10,9,5,10,7,2
1,6,12,13,17,11,10,8,6,10,7,2
1,6,12,13,17,10,10,8,6,11,7,2
1,6,12,13,18,10,10,8,5,11,7,2
1,6,12,12,18,11,10,8,5,11,7,2
1,6,12,12,17,11,10,8,6,11,7,2
1,6,12,12,17,11,10,9,5,11,7,2
1,6,12,11,18,11,10,9,5,11,7,2
1,6,12,11,18,11,11,9,5,10,7,2
1,6,12,11,17,11,11,9,5,11,7,2
1,6,12,10,17,11,11,10,5,11,7,2
1,6,12,11,17,11,11,10,5,10,7,2
1,6,13,11,16,11,11,10,5,10,7,2
1,6,13,11,17,11,10,10,5,10,7,2
1,6,13,10,17,11,11,10,5,10,7,2
1,6,13,10,17,11,10,10,5,11,7,2
1,6,13,10,16,11,10,10,6,11,7,2
1,6,13,10,17,11,9,10,6,11,7,2
1,6,13,10,16,11,9,10,7,11,7,2
1,5,13,10,16,11,9,11,7,11,7,2
1,5,13,10,16,11,9,11,8,10,7,2
1,5,13,10,16,12,8,11,8,10,7,2
1,6,13,9,16,12,8,11,8,10,7,2
1,6,12,9,16,12,8,11,9,10,7,2
1,6,12,10,16,11,8,11,9,10,7,2
1,6,13,9,16,11,8,11,9,10,7,2
1,6,12,9,16,11,8,12,9,10,7,2
1,6,12,8,16,11,8,12,10,10,7,2
1,6,12,8,16,10,8,13,10,10,7,2
1,7,12,8,15,10,8,13,10,10,7,2
1,7,12,8,16,10,7,13,10,10,7,2
1,6,12,8,16,10,7,14,10,10,7,2
1,6,13,8,16,9,7,14,10,10,7,1
1,6,13,8,15,9,8,14,10,10,7,2
1,6,13,8,14,9,9,14,10,10,7,2
1,6,12,9,14,9,9,14,10,10,7,2
1,6,12,9,14,9,10,14,10,9,7,2
1,6,12,9,14,9,10,14,10,8,8,2
1,5,12,9,15,9,10,14,10,8,8,2
1,5,12,9,16,9,10,13,10,8,8,2
1,6,12,9,16,9,9,13,10,8,8,2
1,6,13,9,16,9,9,12,10,8,8,2
1,6,13,8,16,9,9,12,10,8,9,2
1,6,13,8,16,10,8,12,10,8,9,2
1,6,13,8,16,10,8,12,11,8,8,2
1,7,13,8,16,10,8,12,11,8,7,2
1,7,13,8,16,10,8,11,12,8,7,2
1,7,13,8,15,10,8,12,12,8,7,2
1,7,13,7,16,10,8,12,12,8,7,2
1,7,12,7,16,10,8,13,12,8,7,2
1,6,12,7,16,10,9,13,12,8,7,2
1,6,12,8,16,10,9,13,11,8,7,2
1,6,12,8,16,10,9,13,12,8,6,2
1,7,12,8,15,10,9,13,12,8,6,2
1,7,12,8,15,10,10,13,12,8,5,2
1,7,12,8,16,10,10,13,12,8,4,2
1,7,12,8,16,9,10,14,12,8,4,2
1,7,11,8,16,9,11,14,12,8,4,2
1,7,11,9,16,9,11,13,12,8,4,2
1,6,11,9,16,10,11,13,12,8,4,2
1,6,11,9,16,10,11,14,12,7,4,2
1,6,10,9,17,10,11,14,12,7,4,2
1,6,10,9,16,11,11,14,12,7,4,2
1,6,11,9,15,11,11,14,12,7,4,2
1,6,10,9,15,11,11,14,12,8,4,2
1,7,10,9,14,11,11,14,12,8,4,2
1,7,10,9,14,10,11,14,12,8,5,2
9,7,9,9,14,10,11,14,12,8,6,2
9,7,9,10,14,10,11,14,12,8,5,2
9,7,9,9,14,10,11,15,12,8,5,2
9,7,9,10,14,10,11,15,11,8,5,2
9,7,9,10,14,9,11,15,12,8,5,2
9,7,9,10,13,10,11,15,12,8,5,2
9,7,9,11,13,10,11,14,12,8,5,2
9,7,9,11,13,10,10,15,12,8,5,2
8,7,8,11,14,10,10,15,12,8,5,2
8,7,8,11,14,10,10,15,12,7,6,2
8,7,8,11,14,9,10,15,12,8,6,2
8,7,8,11,14,9,9,16,12,8,6,2
8,7,8,12,14,9,9,16,12,7,6,2
8,7,8,12,14,9,9,15,13,7,6,2
8,8,8,11,14,9,9,15,13,7,6,2
8,9,8,11,14,9,9,15,13,6,6,2
8,9,8,12,14,8,9,15,13,6,6,2
8,9,8,12,15,7,9,15,13,6,6,2
7,9,7,12,15,7,9,15,14,6,6,2
7,9,7,12,14,8,9,15,14,6,6,2
7,9,7,12,14,8,9,14,15,6,6,2
7,10,7,12,13,8,9,14,15,6,6,2
8,10,8,12,13,8,9,14,15,5,6,2
7,10,7,12,13,9,9,14,15,5,6,2
7,9,7,12,14,9,9,14,15,5,6,2
7,9,7,12,14,9,9,15,14,5,6,2
7,10,7,12,14,9,9,15,14,4,6,2
7,10,7,12,13,9,9,15,15,4,6,2
7,10,7,12,13,8,9,16,15,4,6,2
7,10,7,12,13,8,9,16,14,5,6,2
7,11,7,12,13,8,9,15,14,5,6,2
7,11,7,12,13,8,8,16,14,5,6,0
7,11,7,12,12,8,8,16,14,6,6,0
7,12,7,12,12,8,7,16,14,6,6,0
7,12,7,12,12,8,7,17,14,5,6,0
7,12,7,11,12,8,7,16,14,7,6,0
6,12,6,12,12,8,7,16,14,7,6,0
6,13,6,12,11,8,7,16,14,7,6,0
6,13,6,12,11,8,6,16,14,8,6,0
6,14,6,12,11,8,7,16,13,7,6,0
6,14,6,12,10,8,7,16,14,7,6,0
6,15,6,12,10,7,7,16,14,7,6,0
6,15,6,12,10,7,7,17,13,7,6,0
6,15,6,12,10,7,7,17,12,8,6,0
6,15,6,12,11,7,7,16,12,8,6,0
7,15,7,12,11,7,7,16,11,8,6,0
7,15,7,12,11,6,7,16,11,9,6,0
7,14,7,12,12,6,7,16,11,9,6,0
7,14,7,12,11,6,7,16,12,9,6,0
7,14,7,11,11,7,7,16,12,9,6,0
6,14,6,12,11,7,7,16,12,9,6,0
6,14,6,13,11,7,7,15,12,9,6,0
6,14,6,13,11,7,8,15,11,9,6,0
6,15,6,13,11,7,8,14,11,9,6,0
6,14,6,13,10,7,8,15,11,10,6,1
5,14,5,14,10,7,8,15,11,10,6,1
5,14,5,14,10,8,7,15,11,10,6,1
5,14,5,14,10,8,6,15,11,10,7,1
5,14,5,13,11,8,6,15,11,10,7,1
5,14,5,13,11,8,5,15,11,11,7,1
5,14,5,13,11,8,5,16,11,11,6,1
5,14,5,13,10,8,6,16,11,11,6,1
5,15,5,13,10,8,6,15,11,11,6,1
5,15,5,13,9,8,7,15,11,11,6,1
6,14,6,13,9,8,7,15,11,11,6,1
7,14,7,13,9,8,7,15,11,11,5,1
7,14,7,12,9,8,7,16,11,11,5,0
7,14,7,12,9,7,7,16,12,11,5,0
7,14,7,13,9,7,7,16,11,11,5,0
7,13,7,14,9,7,7,16,11,11,5,0
7,13,7,14,9,7,7,17,10,11,5,0
7,13,7,14,9,8,7,16,10,11,5,0
7,14,7,14,8,8,7,16,10,11,5,0
7,14,7,14,8,8,7,15,10,11,6,1
7,15,7,14,8,8,6,15,10,11,6,1
8,15,8,13,8,8,6,15,10,11,6,1
8,15,8,13,8,8,6,15,9,11,7,1
8,14,8,13,9,8,6,15,9,11,7,1
8,14,8,13,9,8,5,15,9,12,7,1
8,14,8,13,10,8,5,14,9,12,7,1
9,14,9,13,10,8,4,14,9,12,7,1
9,14,9,12,10,8,4,14,9,13,7,1
9,14,9,12,10,8,4,13,10,13,7,1
9,14,9,12,9,8,4,13,11,13,7,1
8,14,8,12,9,8,4,14,11,13,7,1
8,14,8,12,9,8,4,15,11,13,6,1
8,14,8,12,9,9,4,15,11,12,6,1
8,13,8,12,10,9,4,15,11,12,6,1
8,13,8,12,10,9,5,15,11,12,5,1
8,13,8,12,10,9,5,15,12,12,4,1
8,13,8,11,10,9,5,15,12,13,4,1
8,13,8,12,10,9,5,14,12,13,4,1
8,14,8,11,10,9,5,14,12,13,4,1
8,14,8,11,10,9,5,14,11,14,4,1
8,14,8,12,10,8,5,14,11,14,4,1
8,14,8,11,10,8,5,14,12,14,4,1
8,14,8,11,10,8,5,13,13,14,4,1
9,14,9,11,9,8,5,13,13,14,4,1
9,14,9,11,9,8,5,14,13,13,4,1
9,14,9,10,10,8,5,13,13,14,4,1
9,14,9,10,11,8,5,13,12,14,4,1
9,13,9,10,11,8,5,13,13,14,4,1
9,12,9,11,11,8,5,13,13,14,4,1
9,12,9,10,11,8,6,13,13,14,4,1
9,12,9,10,10,8,6,13,13,14,5,1
9,12,9,10,10,9,6,13,12,14,5,2
9,12,9,10,10,8,7,13,12,14,5,2
9,12,9,11,10,8,7,13,11,14,5,2
9,11,9,11,10,8,7,13,11,14,6,2
8,11,8,11,10,8,7,13,11,14,7,2
8,11,8,11,10,7,7,13,12,14,7,1
8,11,8,10,10,7,7,13,13,14,7,1
8,11,8,10,9,7,7,13,13,14,8,1
